time_s,L_theta_20_m,L_theta_40_m,L_theta_60_m
0.08933333333333335,0.0007989230950913696,0.0007213383978114293,0.0005827698427811553
0.08966666666666667,0.0008004122354238211,0.0007226829253487189,0.0005838560876059124
0.09000000000000001,0.000801898610400307,0.0007240249560781757,0.0005849403152577134
0.09033333333333335,0.00080338223536977,0.000725364503858182,0.0005860225369327561
0.09066666666666667,0.0008048631255396866,0.0007267015824193922,0.0005871027637240467
0.09100000000000001,0.000806341295977887,0.0007280362053663752,0.0005881810066227269
0.09133333333333335,0.0008078167616143424,0.0007293683861792292,0.000589257276519378
0.09166666666666667,0.0008092895372429253,0.0007306981382151698,0.0005903315842053048
0.09200000000000001,0.0008107596375231399,0.0007320254747100935,0.0005914039403737984
0.09233333333333335,0.0008122270769818243,0.0007333504087801137,0.0005924743556213768
0.09266666666666667,0.0008136918700148252,0.0007346729534230739,0.0005935428404490076
0.09300000000000001,0.0008151540308886464,0.0007359931215200346,0.0005946094052633093
0.09333333333333335,0.0008166135737420688,0.0007373109258367372,0.0005956740603777344
0.09366666666666668,0.0008180705125877464,0.0007386263790250446,0.0005967368160137323
0.09400000000000001,0.0008195248613137756,0.0007399394936243579,0.0005977976823018951
0.09433333333333335,0.0008209766336852397,0.000741250282063011,0.0005988566692830829
0.09466666666666668,0.0008224258433457286,0.0007425587566596434,0.0005999137869095343
0.09500000000000001,0.0008238725038188361,0.0007438649296245507,0.0006009690450459561
0.09533333333333334,0.0008253166285096302,0.0007451688130610137,0.0006020224534705983
0.09566666666666668,0.0008267582307061042,0.0007464704189666073,0.0006030740218763109
0.09600000000000002,0.0008281973235806024,0.0007477697592344882,0.0006041237598715842
0.09633333333333334,0.0008296339201912239,0.000749066845654663,0.0006051716769815734
0.09666666666666668,0.0008310680334832058,0.0007503616899152361,0.0006062177826491071
0.09700000000000002,0.0008324996762902842,0.0007516543036036388,0.0006072620862356801
0.09733333333333334,0.0008339288613360332,0.0007529446982078388,0.0006083045970224299
0.09766666666666668,0.0008353556012351852,0.0007542328851175316,0.0006093453242111005
0.09800000000000002,0.0008367799084949297,0.0007555188756253135,0.000610384276924989
0.09833333333333334,0.0008382017955161918,0.0007568026809278361,0.0006114214642098787
0.09866666666666668,0.0008396212745948931,0.0007580843121269444,0.0006124568950349585
0.09900000000000002,0.0008410383579231912,0.000759363780230796,0.0006134905782937279
0.09933333333333334,0.000842453057590702,0.0007606410961549651,0.000614522522804887
0.09966666666666668,0.0008438653855857033,0.0007619162707235285,0.0006155527373132161
0.1,0.0008452753537963192,0.0007631893146701357,0.0006165812304904387
